serial_number,hsc_code,country_origin,make,model,year,engine_cc,description,cif_usd,database_month
233,8703.24.90,DE,Audi,A8,2012,4200,"Audi A8 (Petrol), 2012",12198.09,"October 2025"
234,8703.24.90,DE,Audi,A8,2013,3000,"Audi A8 (Petrol), 2013",11827.11,"October 2025"
235,8703.24.90,DE,Audi,A8,2013,4200,"Audi A8 (Petrol), 2013",13596.32,"October 2025"
236,8703.24.90,DE,Audi,A8,2014,3000,"Audi A8 (Petrol), 2014",14046.29,"October 2025"
237,8703.24.90,DE,Audi,A8,2014,4200,"Audi A8 (Petrol), 2014",16855.55,"October 2025"
238,8703.24.90,DE,Audi,A8,2015,4000,"Audi A8 Quattro, 4.0 (Petrol) 2015",10076.73,"October 2025"
239,8703.24.90,DE,Audi,A8,2010,4000,"Audi A8 TDI Quattro (Diesel), 2010",12393.95,"October 2025"
240,8703.24.90,DE,Audi,A8,2011,4000,"Audi A8 TDI Quattro (Diesel), 2011",13365.14,"October 2025"
241,8703.24.90,DE,Audi,A8,2012,4000,"Audi A8 TDI Quattro (Diesel), 2012",14883.72,"October 2025"
242,8703.24.90,DE,Audi,A8,2013,4000,"Audi A8 TDI Quattro (Diesel), 2013",16226.02,"October 2025"
243,8703.24.90,DE,Audi,A8,2014,4000,"Audi A8 TDI Quattro (Diesel), 2014",17768.11,"October 2025"
244,8703.23.90,DE,Audi,Q3,2010,1400,"Audi Q3 (Diesel), 1.4 Quattro premium 2010",4496.21,"October 2025"
245,8703.23.90,DE,Audi,Q3,2011,1400,"Audi Q3 (Diesel), 1.4 Quattro premium 2011",5258.48,"October 2025"
246,8703.23.90,DE,Audi,Q3,2012,1400,"Audi Q3 (Diesel), 1.4 Quattro premium 2012",5936.59,"October 2025"
247,8703.23.90,DE,Audi,Q3,2013,1400,"Audi Q3 (Diesel), 1.4 Quattro premium 2013",6313.1,"October 2025"
248,8703.23.90,DE,Audi,Q3,2014,1400,"Audi Q3 (Diesel), 1.4 Quattro premium 2014",7089.41,"October 2025"
249,8703.23.90,DE,Audi,Q3,2015,1400,"Audi Q3 (Diesel), 1.4 Quattro premium 2015",7715.8,"October 2025"
250,8703.23.90,DE,Audi,Q3,2016,1400,"Audi Q3 (Diesel), 1.4 Quattro premium 2016",10387.58,"October 2025"
251,8703.23.90,DE,Audi,Q3,2017,1400,"Audi Q3 (Diesel), 1.4 Quattro premium 2017",11557.57,"October 2025"
252,8703.23.90,DE,Audi,Q3,2018,1400,"Audi Q3 (Diesel), 1.4 Quattro premium 2018",11553.44,"October 2025"
253,8703.23.90,DE,Audi,Q3,2019,1400,"Audi Q3 (Diesel), 1.4 Quattro premium 2019",12824.32,"October 2025"
254,8703.23.90,DE,Audi,Q3,2020,1400,"Audi Q3 (Diesel), 1.4 Quattro premium 2020",14235.0,"October 2025"
255,8703.23.90,DE,Audi,Q3,2019,1400,"Audi Q3 (Petrol), 1.4 Quattro premium 2019",10100.17,"October 2025"
256,8703.23.90,DE,Audi,Q3,2020,1400,"Audi Q3 (Petrol), 1.4 Quattro premium 2020",10671.9,"October 2025"
257,8703.23.90,DE,Audi,Q3,2021,1400,"Audi Q3 (Petrol), 1.4 Quattro premium 2021",14374.81,"October 2025"
258,8703.23.90,DE,Audi,Q3,2010,2000,"Audi Q3 (Petrol), 2.0 Quattro premium 2010",4341.41,"October 2025"
259,8703.23.90,DE,Audi,Q3,2011,2000,"Audi Q3 (Petrol), 2.0 Quattro premium 2011",4775.55,"October 2025"
260,8703.23.90,DE,Audi,Q3,2012,2000,"Audi Q3 (Petrol), 2.0 Quattro premium 2012",5253.1,"October 2025"
261,8703.23.90,DE,Audi,Q3,2013,2000,"Audi Q3 (Petrol), 2.0 Quattro premium 2013",5778.41,"October 2025"
262,8703.23.90,DE,Audi,Q3,2014,2000,"Audi Q3 (Petrol), 2.0 Quattro premium 2014",6197.35,"October 2025"
263,8703.23.90,DE,Audi,Q3,2015,2000,"Audi Q3 (Petrol), 2.0 Quattro premium 2015",7119.0,"October 2025"
264,8703.23.90,DE,Audi,Q3,2016,2000,"Audi Q3 (Petrol), 2.0 Quattro premium 2016",9450.48,"October 2025"
265,8703.23.90,DE,Audi,Q3,2017,2000,"Audi Q3 (Petrol), 2.0 Quattro premium 2017",11340.57,"October 2025"
266,8703.23.90,DE,Audi,Q3,2018,2000,"Audi Q3 (Petrol), 2.0 Quattro premium 2018",12805.07,"October 2025"
267,8703.23.90,DE,Audi,Q3,2019,2000,"Audi Q3 (Petrol), 2.0 Quattro premium 2019",14213.62,"October 2025"
268,8703.23.90,DE,Audi,Q3,2020,2000,"Audi Q3 (Petrol), 2.0 Quattro premium 2020",15777.12,"October 2025"
269,8703.23.90,DE,Audi,Q3,2021,2000,"Audi Q3 (Petrol), 2.0 Quattro premium 2021",18343.09,"October 2025"
270,8703.23.90,DE,Audi,Q3,2010,2500,"Audi Q3 (Petrol), 2.5L Quattro, 2010",6196.33,"October 2025"
271,8703.23.90,DE,Audi,Q3,2011,2500,"Audi Q3 (Petrol), 2.5L Quattro, 2011",7246.84,"October 2025"
272,8703.23.90,DE,Audi,Q3,2012,2500,"Audi Q3 (Petrol), 2.5L Quattro, 2012",8181.36,"October 2025"
273,8703.23.90,DE,Audi,Q3,2013,2500,"Audi Q3 (Petrol), 2.5L Quattro, 2013",8700.25,"October 2025"
274,8703.23.90,DE,Audi,Q3,2014,2500,"Audi Q3 (Petrol), 2.5L Quattro, 2014",9770.09,"October 2025"
275,8703.23.90,DE,Audi,Q3,2015,2500,"Audi Q3 (Petrol), 2.5L Quattro, 2015",10633.33,"October 2025"
276,8703.23.90,DE,Audi,Q3,2016,2500,"Audi Q3 (Petrol), 2.5L Quattro, 2016",12724.78,"October 2025"
277,8703.23.90,DE,Audi,Q3,2017,2500,"Audi Q3 (Petrol), 2.5L Quattro, 2017",14158.02,"October 2025"
278,8703.23.90,DE,Audi,Q3,2013,1400,"Audi Q3 1.4 35 TFSI (Petrol), 2013",5439.71,"October 2025"
279,8703.23.90,DE,Audi,Q3,2014,1400,"Audi Q3 1.4 35 TFSI (Petrol), 2014",6706.31,"October 2025"
280,8703.23.90,DE,Audi,Q3,2015,1400,"Audi Q3 1.4 35 TFSI (Petrol), 2015",7667.12,"October 2025"
281,8703.23.90,DE,Audi,Q3,2016,1400,"Audi Q3 1.4 35 TFSI (Petrol), 2016",8654.62,"October 2025"
282,8703.23.90,DE,Audi,Q3,2017,1400,"Audi Q3 1.4 35 TFSI (Petrol), 2017",9214.36,"October 2025"
283,8703.23.90,DE,Audi,Q3,2019,1400,"Audi Q3 1.4 TFSI (Petrol), Sportback, 2019",14550.28,"October 2025"
284,8703.23.90,DE,Audi,Q3,2020,1400,"Audi Q3 1.4 TFSI (Petrol), Sportback, 2020",15719.28,"October 2025"
285,8703.23.90,DE,Audi,Q3,2021,1400,"Audi Q3 1.4 TFSI (Petrol), Sportback, 2021",16704.77,"October 2025"
286,8703.23.90,DE,Audi,Q3,2013,2000,"Audi Q3 2.0 TFSI (Petrol), 2013",5816.7,"October 2025"
287,8703.23.90,DE,Audi,Q3,2014,2000,"Audi Q3 2.0 TFSI (Petrol), 2014",7251.62,"October 2025"
288,8703.23.90,DE,Audi,Q3,2015,2000,"Audi Q3 2.0 TFSI (Petrol), 2015",8785.48,"October 2025"
289,8703.23.90,DE,Audi,Q3,2016,2000,"Audi Q3 2.0 TFSI (Petrol), 2016",10542.36,"October 2025"
290,8703.23.90,DE,Audi,Q3,2017,2000,"Audi Q3 2.0 TFSI (Petrol), 2017",11254.36,"October 2025"
291,8703.23.90,DE,Audi,Q3,2018,2000,"Audi Q3 2.0 TFSI (Petrol), 2018",12563.92,"October 2025"
292,8703.23.90,DE,Audi,Q3,2019,2000,"Audi Q3 2.0 TFSI (Petrol), 2019",13778.8,"October 2025"
293,8703.23.90,DE,Audi,Q3,2020,2000,"Audi Q3 2.0 TFSI (Petrol), 2020",14725.13,"October 2025"
294,8703.23.90,DE,Audi,Q3,2021,2000,"Audi Q3 2.0 TFSI (Petrol), 2021",15522.91,"October 2025"
295,8703.23.90,DE,Audi,Q3,2019,2000,"Audi Q3 2.0 TFSI (Petrol), Sportback, 2019",15548.01,"October 2025"
296,8703.23.90,DE,Audi,Q3,2020,2000,"Audi Q3 2.0 TFSI (Petrol), Sportback, 2020",16797.17,"October 2025"
297,8703.23.90,DE,Audi,Q3,2021,2000,"Audi Q3 2.0 TFSI (Petrol), Sportback, 2021",17850.23,"October 2025"
298,8703.23.90,DE,Audi,Q3,2010,2000,"Audi Q3 Tdi (Diesel), 2.0 Premium 2010",4567.52,"October 2025"
299,8703.23.90,DE,Audi,Q3,2011,2000,"Audi Q3 Tdi (Diesel), 2.0 Premium 2011",5024.27,"October 2025"
300,8703.23.90,DE,Audi,Q3,2012,2000,"Audi Q3 Tdi (Diesel), 2.0 Premium 2012",6270.5,"October 2025"
301,8703.23.90,DE,Audi,Q3,2013,2000,"Audi Q3 Tdi (Diesel), 2.0 Premium 2013",7295.24,"October 2025"
302,8703.23.90,DE,Audi,Q3,2014,2000,"Audi Q3 Tdi (Diesel), 2.0 Premium 2014",8024.77,"October 2025"
303,8703.23.90,DE,Audi,Q3,2015,2000,"Audi Q3 Tdi (Diesel), 2.0 Premium 2015",8987.74,"October 2025"
304,8703.23.90,DE,Audi,Q3,2016,2000,"Audi Q3 Tdi (Diesel), 2.0 Premium 2016",10605.53,"October 2025"
305,8703.23.90,DE,Audi,Q3,2017,2000,"Audi Q3 Tdi (Diesel), 2.0 Premium 2017",12726.64,"October 2025"
306,8703.23.90,DE,Audi,Q3,2018,1400,"Audi Q3, 35 TFSI 1.4 (Petrol), 2018",10356.78,"October 2025"
307,8703.23.90,DE,Audi,Q3,2019,1400,"Audi Q3, 35 TFSI 1.4 (Petrol), 2019",11547.84,"October 2025"
308,8703.23.90,DE,Audi,Q3,2020,1400,"Audi Q3, 35 TFSI 1.4 (Petrol), 2020",12475.62,"October 2025"
309,8703.23.90,DE,Audi,Q3,2021,1400,"Audi Q3, 35 TFSI 1.4 (Petrol), 2021",13257.75,"October 2025"
310,8703.23.90,DE,Audi,Q5,2010,2000,"Audi Q5 (Diesel), 2.0 Quattro premium 2010",4672.62,"October 2025"
311,8703.23.90,DE,Audi,Q5,2011,2000,"Audi Q5 (Diesel), 2.0 Quattro premium 2011",7393.07,"October 2025"
312,8703.23.90,DE,Audi,Q5,2012,2000,"Audi Q5 (Diesel), 2.0 Quattro premium 2012",10177.01,"October 2025"
313,8703.23.90,DE,Audi,Q5,2013,2000,"Audi Q5 (Diesel), 2.0 Quattro premium 2013",10822.46,"October 2025"
314,8703.23.90,DE,Audi,Q5,2014,2000,"Audi Q5 (Diesel), 2.0 Quattro premium 2014",12153.27,"October 2025"
315,8703.23.90,DE,Audi,Q5,2015,2000,"Audi Q5 (Diesel), 2.0 Quattro premium 2015",13227.08,"October 2025"
316,8703.23.90,DE,Audi,Q5,2016,2000,"Audi Q5 (Diesel), 2.0 Quattro premium 2016",14839.4,"October 2025"
317,8703.23.90,DE,Audi,Q5,2017,2000,"Audi Q5 (Diesel), 2.0 Quattro premium 2017",16072.33,"October 2025"
318,8703.23.90,DE,Audi,Q5,2018,2000,"Audi Q5 (Diesel), 2.0 Quattro premium 2018",17679.57,"October 2025"
319,8703.23.90,DE,Audi,Q5,2019,2000,"Audi Q5 (Diesel), 2.0 Quattro premium 2019",19447.52,"October 2025"
320,8703.23.90,DE,Audi,Q5,2020,2000,"Audi Q5 (Diesel), 2.0 Quattro premium 2020",21392.27,"October 2025"
321,8703.23.90,DE,Audi,Q5,2021,2000,"Audi Q5 (Diesel), 2.0 Quattro premium 2021",23531.5,"October 2025"
322,8703.23.90,DE,Audi,Q5,2022,2000,"Audi Q5 (Diesel), 2.0 Quattro premium 2022",26285.48,"October 2025"
323,8703.23.90,DE,Audi,Q5,2023,2000,"Audi Q5 (Diesel), 2.0 Quattro premium 2023",28810.08,"October 2025"
324,8703.23.90,DE,Audi,Q5,2024,2000,"Audi Q5 (Diesel), 2.0 Quattro premium 2024",31209.38,"October 2025"
325,8703.23.90,DE,Audi,Q5,2010,3000,"Audi Q5 (Diesel), 3.0 Premium 2010",7619.01,"October 2025"
326,8703.23.90,DE,Audi,Q5,2011,3000,"Audi Q5 (Diesel), 3.0 Premium 2011",9465.26,"October 2025"
327,8703.23.90,DE,Audi,Q5,2012,3000,"Audi Q5 (Diesel), 3.0 Premium 2012",10685.86,"October 2025"
328,8703.23.90,DE,Audi,Q5,2013,3000,"Audi Q5 (Diesel), 3.0 Premium 2013",11363.59,"October 2025"
329,8703.23.90,DE,Audi,Q5,2014,3000,"Audi Q5 (Diesel), 3.0 Premium 2014",12760.94,"October 2025"
330,8703.23.90,DE,Audi,Q5,2015,3000,"Audi Q5 (Diesel), 3.0 Premium 2015",13888.44,"October 2025"
331,8703.23.90,DE,Audi,Q5,2016,3000,"Audi Q5 (Diesel), 3.0 Premium 2016",14164.88,"October 2025"
332,8703.23.90,DE,Audi,Q5,2017,3000,"Audi Q5 (Diesel), 3.0 Premium 2017",15341.77,"October 2025"
333,8703.23.90,DE,Audi,Q5,2018,3000,"Audi Q5 (Diesel), 3.0 Premium 2018",16569.11,"October 2025"
334,8703.23.90,DE,Audi,Q5,2019,3000,"Audi Q5 (Diesel), 3.0 Premium 2019",18060.33,"October 2025"
335,8703.23.90,DE,Audi,Q5,2020,3000,"Audi Q5 (Diesel), 3.0 Premium 2020",19866.37,"October 2025"
336,8703.23.90,DE,Audi,Q5,2021,3000,"Audi Q5 (Diesel), 3.0 Premium 2021",22051.67,"October 2025"
337,8703.23.90,DE,Audi,Q5,2022,2000,"Audi Q5 (Petrol), 2.0 Quattro premium 2022",25770.08,"October 2025"
338,8703.23.90,DE,Audi,Q5,2023,2000,"Audi Q5 (Petrol), 2.0 Quattro premium 2023",28245.18,"October 2025"
339,8703.23.90,DE,Audi,Q5,2024,2000,"Audi Q5 (Petrol), 2.0 Quattro premium 2024",30597.43,"October 2025"
340,8703.23.90,DE,Audi,Q5,2010,2000,"Audi Q5 (Petrol), 2.0 Quattro TFSI, 2010",3847.08,"October 2025"
341,8703.23.90,DE,Audi,Q5,2011,2000,"Audi Q5 (Petrol), 2.0 Quattro TFSI, 2011",4301.62,"October 2025"
342,8703.23.90,DE,Audi,Q5,2012,2000,"Audi Q5 (Petrol), 2.0 Quattro TFSI, 2012",5901.29,"October 2025"
343,8703.23.90,DE,Audi,Q5,2013,2000,"Audi Q5 (Petrol), 2.0 Quattro TFSI, 2013",6354.14,"October 2025"
344,8703.23.90,DE,Audi,Q5,2014,2000,"Audi Q5 (Petrol), 2.0 Quattro TFSI, 2014",7443.09,"October 2025"
345,8703.23.90,DE,Audi,Q5,2015,2000,"Audi Q5 (Petrol), 2.0 Quattro TFSI, 2015",8187.4,"October 2025"
346,8703.23.90,DE,Audi,Q5,2016,2000,"Audi Q5 (Petrol), 2.0 Quattro TFSI, 2016",9415.51,"October 2025"
347,8703.23.90,DE,Audi,Q5,2017,2000,"Audi Q5 (Petrol), 2.0 Quattro TFSI, 2017",11298.61,"October 2025"
348,8703.23.90,DE,Audi,Q5,2018,2000,"Audi Q5 (Petrol), 2.0 Quattro TFSI, 2018",12988.62,"October 2025"
349,8703.23.90,DE,Audi,Q5,2019,2000,"Audi Q5 (Petrol), 2.0 Quattro TFSI, 2019",14881.52,"October 2025"
350,8703.23.90,DE,Audi,Q5,2020,2000,"Audi Q5 (Petrol), 2.0 Quattro TFSI, 2020",16072.04,"October 2025"
351,8703.23.90,DE,Audi,Q5,2021,2000,"Audi Q5 (Petrol), 2.0 Quattro TFSI, 2021",17518.52,"October 2025"
352,8703.23.90,DE,Audi,Q5,2011,3000,"Audi Q5 (Petrol), 3.0 TSFI Quattro 2011",8432.69,"October 2025"
353,8703.23.90,DE,Audi,Q5,2012,3000,"Audi Q5 (Petrol), 3.0 TSFI Quattro 2012",9520.13,"October 2025"
354,8703.23.90,DE,Audi,Q5,2013,3000,"Audi Q5 (Petrol), 3.0 TSFI Quattro 2013",10123.92,"October 2025"
355,8703.24.90,DE,Audi,Q5,2010,3200,"Audi Q5 (Petrol), 3.2 Quattro 2010",5671.16,"October 2025"
356,8703.24.90,DE,Audi,Q5,2011,3200,"Audi Q5 (Petrol), 3.2 Quattro 2011",8169.99,"October 2025"
357,8703.24.90,DE,Audi,Q5,2012,3200,"Audi Q5 (Petrol), 3.2 Quattro 2012",9360.35,"October 2025"
358,8703.24.90,DE,Audi,Q5,2013,3200,"Audi Q5 (Petrol), 3.2 Quattro 2013",10847.06,"October 2025"
359,8703.24.90,DE,Audi,Q5,2014,3200,"Audi Q5 (Petrol), 3.2 Quattro 2014",12180.9,"October 2025"
360,8703.24.90,DE,Audi,Q5,2015,3200,"Audi Q5 (Petrol), 3.2 Quattro 2015",13257.14,"October 2025"
361,8703.24.90,DE,Audi,Q5,2016,3200,"Audi Q5 (Petrol), 3.2 Quattro 2016",14873.12,"October 2025"
362,8703.24.90,DE,Audi,Q5,2010,3200,"Audi Q5 (Petrol), 3.2L V6 Premium 2010",7636.33,"October 2025"
363,8703.24.90,DE,Audi,Q5,2011,3200,"Audi Q5 (Petrol), 3.2L V6 Premium 2011",9486.77,"October 2025"
364,8703.23.90,DE,Audi,Q5,2012,3200,"Audi Q5 (Petrol), 3.2L V6 Premium 2012",10710.14,"October 2025"
365,8703.23.90,DE,Audi,Q5,2013,3200,"Audi Q5 (Petrol), 3.2L V6 Premium 2013",11389.41,"October 2025"
366,8703.23.90,DE,Audi,Q5,2014,3200,"Audi Q5 (Petrol), 3.2L V6 Premium 2014",12789.94,"October 2025"
367,8703.23.90,DE,Audi,Q5,2015,3200,"Audi Q5 (Petrol), 3.2L V6 Premium 2015",13920.0,"October 2025"
368,8703.23.90,DE,Audi,Q5,2016,3200,"Audi Q5 (Petrol), 3.2L V6 Premium 2016",15616.78,"October 2025"
369,8703.23.90,DE,Audi,Q5,2017,3200,"Audi Q5 (Petrol), 3.2L V6 Premium 2017",17178.46,"October 2025"
370,8703.23.90,DE,Audi,Q5,2010,2000,"Audi Q5 (Petrol), Quattro premium 2.0, 2010",4696.66,"October 2025"
371,8703.23.90,DE,Audi,Q5,2011,2000,"Audi Q5 (Petrol), Quattro premium 2.0, 2011",5750.8,"October 2025"
372,8703.23.90,DE,Audi,Q5,2012,2000,"Audi Q5 (Petrol), Quattro premium 2.0, 2012",6456.89,"October 2025"
373,8703.23.90,DE,Audi,Q5,2013,2000,"Audi Q5 (Petrol), Quattro premium 2.0, 2013",8817.69,"October 2025"
374,8703.23.90,DE,Audi,Q5,2014,2000,"Audi Q5 (Petrol), Quattro premium 2.0, 2014",11027.77,"October 2025"
375,8703.23.90,DE,Audi,Q5,2015,2000,"Audi Q5 (Petrol), Quattro premium 2.0, 2015",12002.13,"October 2025"
376,8703.23.90,DE,Audi,Q5,2016,2000,"Audi Q5 (Petrol), Quattro premium 2.0, 2016",13465.13,"October 2025"
377,8703.23.90,DE,Audi,Q5,2017,2000,"Audi Q5 (Petrol), Quattro premium 2.0, 2017",14583.89,"October 2025"
378,8703.23.90,DE,Audi,Q5,2018,2000,"Audi Q5 (Petrol), Quattro premium 2.0, 2018",15750.6,"October 2025"
379,8703.23.90,DE,Audi,Q5,2019,2000,"Audi Q5 (Petrol), Quattro premium 2.0, 2019",17168.15,"October 2025"
380,8703.23.90,DE,Audi,Q5,2020,2000,"Audi Q5 (Petrol), Quattro premium 2.0, 2020",18884.97,"October 2025"
381,8703.23.90,DE,Audi,Q5,2021,2000,"Audi Q5 (Petrol), Quattro premium 2.0, 2021",20962.32,"October 2025"
382,8703.23.90,DE,Audi,Q5,2023,2000,"Audi Q5 (Petrol), TFSI 2.0, 2023",26574.62,"October 2025"
383,8703.23.90,DE,Audi,Q5,2024,2000,"Audi Q5 (Petrol), TFSI 2.0, 2024",28541.28,"October 2025"
384,8703.23.90,DE,Audi,Q7,2010,3000,"Audi Q7 (Diesel), 3.0 Quattro premium, 2010",7712.69,"October 2025"
385,8703.23.90,DE,Audi,Q7,2011,3000,"Audi Q7 (Diesel), 3.0 Quattro premium, 2011",9581.64,"October 2025"
386,8703.23.90,DE,Audi,Q7,2012,3000,"Audi Q7 (Diesel), 3.0 Quattro premium, 2012",10817.24,"October 2025"
387,8703.23.90,DE,Audi,Q7,2013,3000,"Audi Q7 (Diesel), 3.0 Quattro premium, 2013",11503.31,"October 2025"
388,8703.23.90,DE,Audi,Q7,2014,3000,"Audi Q7 (Diesel), 3.0 Quattro premium, 2014",12917.84,"October 2025"
389,8703.23.90,DE,Audi,Q7,2015,3000,"Audi Q7 (Diesel), 3.0 Quattro premium, 2015",14059.2,"October 2025"
390,8703.23.90,DE,Audi,Q7,2016,3000,"Audi Q7 (Diesel), 3.0 Quattro premium, 2016",15772.95,"October 2025"
391,8703.23.90,DE,Audi,Q7,2017,3000,"Audi Q7 (Diesel), 3.0 Quattro premium, 2017",17350.24,"October 2025"
392,8703.23.90,DE,Audi,Q7,2018,3000,"Audi Q7 (Diesel), 3.0 Quattro premium, 2018",19432.27,"October 2025"
393,8703.23.90,DE,Audi,Q7,2019,3000,"Audi Q7 (Diesel), 3.0 Quattro premium, 2019",22347.11,"October 2025"
394,8703.23.90,DE,Audi,Q7,2020,3000,"Audi Q7 (Diesel), 3.0 Quattro premium, 2020",26369.59,"October 2025"
395,8703.23.90,DE,Audi,Q7,2021,3000,"Audi Q7 (Diesel), 3.0 Quattro premium, 2021",31643.51,"October 2025"
396,8703.23.90,DE,Audi,Q7,2022,3000,"Audi Q7 (Diesel), 3.0 Quattro premium, 2022",38605.08,"October 2025"
397,8703.23.90,DE,Audi,Q7,2007,3000,"Audi Q7 (Petrol), 3.0 Quattro premium, 2007",5445.45,"October 2025"
398,8703.23.90,DE,Audi,Q7,2010,3000,"Audi Q7 (Petrol), 3.0 Quattro premium, 2010",6884.25,"October 2025"
399,8703.23.90,DE,Audi,Q7,2011,3000,"Audi Q7 (Petrol), 3.0 Quattro premium, 2011",7983.2,"October 2025"
400,8703.23.90,DE,Audi,Q7,2012,3000,"Audi Q7 (Petrol), 3.0 Quattro premium, 2012",9957.76,"October 2025"
401,8703.23.90,DE,Audi,Q7,2013,3000,"Audi Q7 (Petrol), 3.0 Quattro premium, 2013",11388.27,"October 2025"
402,8703.23.90,DE,Audi,Q7,2014,3000,"Audi Q7 (Petrol), 3.0 Quattro premium, 2014",12788.66,"October 2025"
403,8703.23.90,DE,Audi,Q7,2015,3000,"Audi Q7 (Petrol), 3.0 Quattro premium, 2015",13918.61,"October 2025"
404,8703.23.90,DE,Audi,Q7,2016,3000,"Audi Q7 (Petrol), 3.0 Quattro premium, 2016",15615.22,"October 2025"
405,8703.23.90,DE,Audi,Q7,2017,3000,"Audi Q7 (Petrol), 3.0 Quattro premium, 2017",17176.74,"October 2025"
406,8703.23.90,DE,Audi,Q7,2018,3000,"Audi Q7 (Petrol), 3.0 Quattro premium, 2018",19237.95,"October 2025"
407,8703.23.90,DE,Audi,Q7,2019,3000,"Audi Q7 (Petrol), 3.0 Quattro premium, 2019",22123.64,"October 2025"
408,8703.23.90,DE,Audi,Q7,2020,3000,"Audi Q7 (Petrol), 3.0 Quattro premium, 2020",25884.66,"October 2025"
409,8703.23.90,DE,Audi,Q7,2021,3000,"Audi Q7 (Petrol), 3.0 Quattro premium, 2021",31061.59,"October 2025"
410,8703.23.90,DE,Audi,Q7,2022,3000,"Audi Q7 (Petrol), 3.0 Quattro premium, 2022",37895.14,"October 2025"
411,8703.24.90,DE,Audi,Q7,2010,3600,"Audi Q7 (Petrol), 3.6 Quattro premium, 2010",8017.34,"October 2025"
412,8703.24.90,DE,Audi,Q7,2011,3600,"Audi Q7 (Petrol), 3.6 Quattro premium, 2011",9960.12,"October 2025"
413,8703.24.90,DE,Audi,Q7,2012,3600,"Audi Q7 (Petrol), 3.6 Quattro premium, 2012",11244.53,"October 2025"
414,8703.24.90,DE,Audi,Q7,2013,3600,"Audi Q7 (Petrol), 3.6 Quattro premium, 2013",11957.69,"October 2025"
415,8703.24.90,DE,Audi,Q7,2014,3600,"Audi Q7 (Petrol), 3.6 Quattro premium, 2014",13428.09,"October 2025"
416,8703.24.90,DE,Audi,Q7,2015,3600,"Audi Q7 (Petrol), 3.6 Quattro premium, 2015",14614.54,"October 2025"
417,8703.24.90,DE,Audi,Q7,2016,3600,"Audi Q7 (Petrol), 3.6 Quattro premium, 2016",16395.98,"October 2025"
418,8703.24.90,DE,Audi,Q7,2017,3600,"Audi Q7 (Petrol), 3.6 Quattro premium, 2017",18035.58,"October 2025"
419,8703.24.90,DE,Audi,Q7,2010,4200,"Audi Q7 (Petrol), 4.2 Quattro premium, 2010",8418.21,"October 2025"
420,8703.24.90,DE,Audi,Q7,2011,4200,"Audi Q7 (Petrol), 4.2 Quattro premium, 2011",10458.12,"October 2025"
421,8703.24.90,DE,Audi,Q7,2012,4200,"Audi Q7 (Petrol), 4.2 Quattro premium, 2012",11806.75,"October 2025"
422,8703.24.90,DE,Audi,Q7,2013,4200,"Audi Q7 (Petrol), 4.2 Quattro premium, 2013",12555.57,"October 2025"
423,8703.24.90,DE,Audi,Q7,2014,4200,"Audi Q7 (Petrol), 4.2 Quattro premium, 2014",14099.5,"October 2025"
424,8703.24.90,DE,Audi,Q7,2015,4200,"Audi Q7 (Petrol), 4.2 Quattro premium, 2015",15345.27,"October 2025"
425,8703.24.90,DE,Audi,Q7,2016,4200,"Audi Q7 (Petrol), 4.2 Quattro premium, 2016",17215.78,"October 2025"
426,8703.24.90,DE,Audi,Q7,2017,4200,"Audi Q7 (Petrol), 4.2 Quattro premium, 2017",18937.35,"October 2025"
427,8703.23.90,DE,Audi,Q7,2015,2000,"Audi Q7 TFSI (Petrol), 2.0 Quattro, 2015",11097.8,"October 2025"
428,8703.23.90,DE,Audi,Q7,2016,2000,"Audi Q7 TFSI (Petrol), 2.0 Quattro, 2016",12330.89,"October 2025"
429,8703.23.90,DE,Audi,Q7,2017,2000,"Audi Q7 TFSI (Petrol), 2.0 Quattro, 2017",13700.99,"October 2025"
430,8703.23.90,DE,Audi,Q7,2018,2000,"Audi Q7 TFSI (Petrol), 2.0 Quattro, 2018",15223.32,"October 2025"
431,8703.23.90,DE,Audi,Q7,2019,2000,"Audi Q7 TFSI (Petrol), 2.0 Quattro, 2019",17202.35,"October 2025"
432,8703.23.90,DE,Audi,Q7,2020,2000,"Audi Q7 TFSI (Petrol), 2.0 Quattro, 2020",19438.66,"October 2025"
433,8703.23.90,DE,Audi,Q7,2021,2000,"Audi Q7 TFSI (Petrol), 2.0 Quattro, 2021",22354.46,"October 2025"
434,8703.23.90,DE,Audi,Q7,2014,3000,"Audi Q7 TFSI (Petrol), 3.0 Quattro, 2014",9285.02,"October 2025"
435,8703.23.90,DE,Audi,Q7,2015,3000,"Audi Q7 TFSI (Petrol), 3.0 Quattro, 2015",9749.27,"October 2025"
436,8703.23.90,DE,Audi,Q7,2016,3000,"Audi Q7 TFSI (Petrol), 3.0 Quattro, 2016",10236.73,"October 2025"
437,8703.23.90,DE,Audi,Q7,2018,3000,"Audi Q7 TFSI (Petrol), 3.0 Quattro, 2018",16023.32,"October 2025"
438,8703.24.90,DE,Audi,Q7,2012,6000,"Audi Q7, 6.0 (Diesel) AU 716 Series, 2012",12433.11,"October 2025"
439,8703.23.90,DE,Audi,Q8,2019,3000,"Audi Q8 (Diesel), 3.0 Quattro Prestige, 2019",30524.72,"October 2025"
440,8703.23.90,DE,Audi,Q8,2020,3000,"Audi Q8 (Diesel), 3.0 Quattro Prestige, 2020",29088.26,"October 2025"
